Value Set Name	Value Set Code	Value Set OID	Value Set Version	Value Set Definition	Value Set Status	VS Last Updated Date	VS Release Comments
Microorganism	PHVS_Microorganism_CDC	2.16.840.1.114222.4.11.1009	12	Microorganisms/infectious agents	Published	09/01/2020	Value set updated based on the September 1, 2020 US Edition of SNOMED CT 

Concept Code	Concept Name	Preferred Concept Name	Preferred Alternate Code	Code System OID	Code System Name	Code System Code	Code System Version	HL7 Table 0396 Code
57370000	Bifidobacterium magnum (organism)	Bifidobacterium magnum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
431149003	Bifidobacterium merycicum (organism)	Bifidobacterium merycicum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
73394000	Bifidobacterium minimum (organism)	Bifidobacterium minimum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
19333001	Bifidobacterium pseudocatenulatum (organism)	Bifidobacterium pseudocatenulatum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
31812005	Bifidobacterium pseudolongum (organism)	Bifidobacterium pseudolongum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113491008	Bifidobacterium pseudolongum ss globosum (organism)	Bifidobacterium pseudolongum ss globosum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113492001	Bifidobacterium pseudolongum ss pseudolongum (organism)	Bifidobacterium pseudolongum ss pseudolongum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
431126000	Bifidobacterium psychraerophilum (organism)	Bifidobacterium psychraerophilum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
58270000	Bifidobacterium pullorum (organism)	Bifidobacterium pullorum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
431087009	Bifidobacterium ruminantium (organism)	Bifidobacterium ruminantium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113493006	Bifidobacterium ruminatium (organism)	Bifidobacterium ruminatium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113494000	Bifidobacterium saeculare (organism)	Bifidobacterium saeculare (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
385502004	Bifidobacterium scardovii (organism)	Bifidobacterium scardovii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
11027000	Bifidobacterium subtile (organism)	Bifidobacterium subtile (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
431125001	Bifidobacterium thermacidophilum (organism)	Bifidobacterium thermacidophilum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433552006	Bifidobacterium thermacidophilum subspecies porcinum (organism)	Bifidobacterium thermacidophilum subspecies porcinum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433568000	Bifidobacterium thermacidophilum subspecies thermacidophilum (organism)	Bifidobacterium thermacidophilum subspecies thermacidophilum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
10487000	Bifidobacterium thermophilum (organism)	Bifidobacterium thermophilum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
63394004	Biggaria (organism)	Biggaria (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
64149007	Bijou Bridge virus (organism)	Bijou Bridge virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
114243003	Bilophila wadsworthia (organism)	Bilophila wadsworthia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
43583007	Bimiti virus (organism)	Bimiti virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
80923003	Bipolaris australiensis (organism)	Bipolaris australiensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
738459006	Bipolaris cactivora (organism)	Bipolaris cactivora (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
717666006	Bipolaris cynodontis (organism)	Bipolaris cynodontis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
736989002	Bipolaris sorokiniana (organism)	Bipolaris sorokiniana (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
88228004	Bipolaris spicifera (organism)	Bipolaris spicifera (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
54923003	Birao virus (organism)	Birao virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
45607002	Bisporella citrina (organism)	Bisporella citrina (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433553001	Bizionia paragorgiae (organism)	Bizionia paragorgiae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415883008	Bjerkandera (organism)	Bjerkandera (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415884002	Bjerkandera adusta (organism)	Bjerkandera adusta (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
83397001	BK polyomavirus (organism)	BK polyomavirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
116664008	Black Creek Canal virus (organism)	Black Creek Canal virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
717636004	Blakeslea trispora (organism)	Blakeslea trispora (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
413657002	Blastobacter aggregatus (organism)	Blastobacter aggregatus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
413658007	Blastobacter capsulatus (organism)	Blastobacter capsulatus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
431088004	Blastobacter henricii (organism)	Blastobacter henricii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
736927002	Blastobotrys proliferans (organism)	Blastobotrys proliferans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433554007	Blastochloris sulfoviridis (organism)	Blastochloris sulfoviridis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434269002	Blastochloris viridis (organism)	Blastochloris viridis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433527009	Blastococcus aggregatus (organism)	Blastococcus aggregatus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433526000	Blastococcus saxobsidens (organism)	Blastococcus saxobsidens (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
35376000	Blastoconidium of kingdom Fungi (organism)	Blastoconidium of kingdom Fungi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
84108000	Blastocrithidia (organism)	Blastocrithidia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
21374004	Blastocrithidia familiaris (organism)	Blastocrithidia familiaris (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
28923009	Blastocystis hominis (organism)	Blastocystis hominis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
65314001	Blastodinium (organism)	Blastodinium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
413663006	Blastomonas natatoria (organism)	Blastomonas natatoria (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
7811000146106	Blastomonas ursincola (organism)	Blastomonas ursincola (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
65205008	Blastomyces (organism)	Blastomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
65615007	Blastomyces dermatitidis (organism)	Blastomyces dermatitidis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
788043001	Blastomyces gilchristii (organism)	Blastomyces gilchristii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434878003	Blastopirellula marina (organism)	Blastopirellula marina (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
48211001	Blastoschizomyces (organism)	Blastoschizomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434407004	Blattabacterium cuenoti (organism)	Blattabacterium cuenoti (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
449531007	Blautia coccoides (organism)	Blautia coccoides (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
449574005	Blautia hansenii (organism)	Blautia hansenii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
698205008	Blautia producta (organism)	Blautia producta (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
42791006	Blepharoconus (organism)	Blepharoconus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
407528001	Bluetongue virus (organism)	Bluetongue virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
8956009	Bluetongue virus 1 (organism)	Bluetongue virus 1 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
112364002	Bluetongue virus 10 (organism)	Bluetongue virus 10 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
19599004	Bluetongue virus 11 (organism)	Bluetongue virus 11 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
50838008	Bluetongue virus 12 (organism)	Bluetongue virus 12 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
6767009	Bluetongue virus 13 (organism)	Bluetongue virus 13 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
34067006	Bluetongue virus 14 (organism)	Bluetongue virus 14 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
15138009	Bluetongue virus 15 (organism)	Bluetongue virus 15 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
70293009	Bluetongue virus 16 (organism)	Bluetongue virus 16 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
84843001	Bluetongue virus 17 (organism)	Bluetongue virus 17 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
30539004	Bluetongue virus 18 (organism)	Bluetongue virus 18 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
89004004	Bluetongue virus 19 (organism)	Bluetongue virus 19 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
39257007	Bluetongue virus 2 (organism)	Bluetongue virus 2 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
41138006	Bluetongue virus 20 (organism)	Bluetongue virus 20 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
112365001	Bluetongue virus 21 (organism)	Bluetongue virus 21 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
7250009	Bluetongue virus 22 (organism)	Bluetongue virus 22 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
68723000	Bluetongue virus 23 (organism)	Bluetongue virus 23 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
9099008	Bluetongue virus 24 (organism)	Bluetongue virus 24 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
79864008	Bluetongue virus 3 (organism)	Bluetongue virus 3 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
6251004	Bluetongue virus 4 (organism)	Bluetongue virus 4 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
78425009	Bluetongue virus 5 (organism)	Bluetongue virus 5 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
52463009	Bluetongue virus 6 (organism)	Bluetongue virus 6 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
45385003	Bluetongue virus 7 (organism)	Bluetongue virus 7 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
71679001	Bluetongue virus 8 (organism)	Bluetongue virus 8 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
74890009	Bluetongue virus 9 (organism)	Bluetongue virus 9 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
407462003	B-lymphotropic polyomavirus (organism)	B-lymphotropic polyomavirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
69933006	Bobia virus (organism)	Bobia virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
3411000146101	Boeremia exigua (organism)	Boeremia exigua (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434553008	Bogoriella caseilytica (organism)	Bogoriella caseilytica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
79848000	Boletus bicolor (organism)	Boletus bicolor (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
62922007	Boletus edulis (organism)	Boletus edulis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
37164007	Boletus luridus (organism)	Boletus luridus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
11988005	Boletus mirabilis (organism)	Boletus mirabilis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
71293002	Boletus satanus (organism)	Boletus satanus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
407389007	Bombyx mori densovirus (organism)	Bombyx mori densovirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
74697005	Boraceia virus (organism)	Boraceia virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
13249005	Border disease virus (organism)	Border disease virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
442289461000087106	Bordetella ansorpii (organism)	Bordetella ansorpii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
43354005	Bordetella avium (organism)	Bordetella avium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
767222001	Bordetella bronchialis (organism)	Bordetella bronchialis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
10620008	Bordetella bronchiseptica (organism)	Bordetella bronchiseptica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113495004	Bordetella hinzii (organism)	Bordetella hinzii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
116035000	Bordetella holmesii (organism)	Bordetella holmesii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
26183002	Bordetella parapertussis (organism)	Bordetella parapertussis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
5247005	Bordetella pertussis (organism)	Bordetella pertussis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
416665006	Bordetella petrii (organism)	Bordetella petrii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
782952004	Bordetella species not Bordetella pertussis (organism)	Bordetella species not Bordetella pertussis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
719039001	Bordetella species, not Bordetella pertussis and not Bordetella parapertussis (organism)	Bordetella species, not Bordetella pertussis and not Bordetella parapertussis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113496003	Bordetella trematum (organism)	Bordetella trematum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
285349002	Borna disease virus (organism)	Borna disease virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
416551001	Borrelia afzelii (organism)	Borrelia afzelii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
58382007	Borrelia anserina (organism)	Borrelia anserina (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
116036004	Borrelia baltazardii (organism)	Borrelia baltazardii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
718776004	Borrelia bavariensis (organism)	Borrelia bavariensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
49343006	Borrelia brasiliensis (organism)	Borrelia brasiliensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
76327009	Borrelia burgdorferi (organism)	Borrelia burgdorferi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
12544007	Borrelia caucasica (organism)	Borrelia caucasica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
43459001	Borrelia coriaceae (organism)	Borrelia coriaceae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
35660000	Borrelia crocidurae (organism)	Borrelia crocidurae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
103425002	Borrelia dipodilli (organism)	Borrelia dipodilli (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
88491004	Borrelia dugesii (organism)	Borrelia dugesii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
39709002	Borrelia duttonii (organism)	Borrelia duttonii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113497007	Borrelia garinii (organism)	Borrelia garinii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
20772005	Borrelia graingeri (organism)	Borrelia graingeri (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
36140004	Borrelia harveyi (organism)	Borrelia harveyi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
62748005	Borrelia hermsii (organism)	Borrelia hermsii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
11787006	Borrelia hispanica (organism)	Borrelia hispanica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113498002	Borrelia japonica (organism)	Borrelia japonica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
36722009	Borrelia latyschewii (organism)	Borrelia latyschewii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
8021000087107	Borrelia lonestari (organism)	Borrelia lonestari (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113499005	Borrelia lusitaniae (organism)	Borrelia lusitaniae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
781273009	Borrelia mayonii (organism)	Borrelia mayonii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
3293005	Borrelia mazzottii (organism)	Borrelia mazzottii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
103426001	Borrelia merionesi (organism)	Borrelia merionesi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
56575004	Borrelia microti (organism)	Borrelia microti (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113500001	Borrelia miyamotoi (organism)	Borrelia miyamotoi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
41704008	Borrelia parkeri (organism)	Borrelia parkeri (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
80392006	Borrelia persica (organism)	Borrelia persica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
34726005	Borrelia recurrentis (organism)	Borrelia recurrentis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
431163009	Borrelia sinica (organism)	Borrelia sinica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
450599009	Borrelia spielmanii (organism)	Borrelia spielmanii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113501002	Borrelia tanukii (organism)	Borrelia tanukii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
89068003	Borrelia theileri (organism)	Borrelia theileri (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
58286007	Borrelia tillae (organism)	Borrelia tillae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
431153001	Borrelia turcica (organism)	Borrelia turcica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113502009	Borrelia turdi (organism)	Borrelia turdi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
24986006	Borrelia turicatae (organism)	Borrelia turicatae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113503004	Borrelia valaisiana (organism)	Borrelia valaisiana (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
30765003	Borrelia venezuelensis (organism)	Borrelia venezuelensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
413683007	Bosea eneae (organism)	Bosea eneae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
708482007	Bosea lupini (organism)	Bosea lupini (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
413684001	Bosea massiliensis (organism)	Bosea massiliensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
413685000	Bosea minatitlanensis (organism)	Bosea minatitlanensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
737509001	Bosea robiniae (organism)	Bosea robiniae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
413687008	Bosea thiooxidans (organism)	Bosea thiooxidans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
413688003	Bosea vestrisii (organism)	Bosea vestrisii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
18744003	Botambi virus (organism)	Botambi virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
45730004	Botryomyces (organism)	Botryomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
73256002	Botryomyces caespitosus (organism)	Botryomyces caespitosus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
736928007	Botryosphaeria dothidea (organism)	Botryosphaeria dothidea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
736930009	Botryotinia ricini (organism)	Botryotinia ricini (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
736932001	Botryotrichum piluliferum (organism)	Botryotrichum piluliferum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
14801002	Botrytis (organism)	Botrytis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
302558000	Botrytis cinerea (organism)	Botrytis cinerea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
87826007	Bouboui virus (organism)	Bouboui virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
764948009	Bourbon virus (organism)	Bourbon virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
77982000	Bovine adeno-associated virus (organism)	Bovine adeno-associated virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
3606000	Bovine adenovirus (organism)	Bovine adenovirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
24553000	Bovine adenovirus 1 (organism)	Bovine adenovirus 1 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
68749005	Bovine adenovirus 2 (organism)	Bovine adenovirus 2 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
35005008	Bovine adenovirus 3 (organism)	Bovine adenovirus 3 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
41678003	Bovine adenovirus 4 (organism)	Bovine adenovirus 4 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
87627001	Bovine adenovirus 5 (organism)	Bovine adenovirus 5 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
33611008	Bovine adenovirus 6 (organism)	Bovine adenovirus 6 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
82081006	Bovine adenovirus 7 (organism)	Bovine adenovirus 7 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
