Value Set Name	Value Set Code	Value Set OID	Value Set Version	Value Set Definition	Value Set Status	VS Last Updated Date	VS Release Comments
Microorganism	PHVS_Microorganism_CDC	2.16.840.1.114222.4.11.1009	12	Microorganisms/infectious agents	Published	09/01/2020	Value set updated based on the September 1, 2020 US Edition of SNOMED CT 

Concept Code	Concept Name	Preferred Concept Name	Preferred Alternate Code	Code System OID	Code System Name	Code System Code	Code System Version	HL7 Table 0396 Code
439802001	Genus Thiodictyon (organism)	Genus Thiodictyon (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439661007	Genus Thioflavicoccus (organism)	Genus Thioflavicoccus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438637005	Genus Thiohalocapsa (organism)	Genus Thiohalocapsa (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438671001	Genus Thiolamprovum (organism)	Genus Thiolamprovum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439697003	Genus Thiomargarita (organism)	Genus Thiomargarita (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438310000	Genus Thiomicrospira (organism)	Genus Thiomicrospira (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438971004	Genus Thiomonas (organism)	Genus Thiomonas (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438797003	Genus Thiopedia (organism)	Genus Thiopedia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440484003	Genus Thioploca (organism)	Genus Thioploca (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440485002	Genus Thiorhodococcus (organism)	Genus Thiorhodococcus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439803006	Genus Thiorhodospira (organism)	Genus Thiorhodospira (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439615007	Genus Thiorhodovibrio (organism)	Genus Thiorhodovibrio (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439662000	Genus Thiospira (organism)	Genus Thiospira (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438638000	Genus Thiospirillum (organism)	Genus Thiospirillum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438672008	Genus Thiothrix (organism)	Genus Thiothrix (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439686003	Genus Thiovulum (organism)	Genus Thiovulum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
407468004	Genus Thogotovirus (organism)	Genus Thogotovirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
710275002	Genus Tilletiopsis (organism)	Genus Tilletiopsis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440057009	Genus Tindallia (organism)	Genus Tindallia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
37421007	Genus Tissierella (organism)	Genus Tissierella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438798008	Genus Tistrella (organism)	Genus Tistrella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439043002	Genus Tolumonas (organism)	Genus Tolumonas (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
41854006	Genus Torovirus (organism)	Genus Torovirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
89912005	Genus Torula (organism)	Genus Torula (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
4771000146101	Genus Torulaspora (organism)	Genus Torulaspora (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415968002	Genus Torulomyces (organism)	Genus Torulomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
407467009	Genus Tospovirus (organism)	Genus Tospovirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441352001	Genus Toxothrix (organism)	Genus Toxothrix (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
243308004	Genus Trabulsiella (organism)	Genus Trabulsiella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
422459000	Genus Trachipleistophora (organism)	Genus Trachipleistophora (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
816167007	Genus Tremella (organism)	Genus Tremella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
450860007	Genus Tremovirus (organism)	Genus Tremovirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
30345008	Genus Treponema (organism)	Genus Treponema (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439664004	Genus Trichlorobacter (organism)	Genus Trichlorobacter (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415970006	Genus Trichocladium (organism)	Genus Trichocladium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
420642006	Genus Trichococcus (organism)	Genus Trichococcus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
78363002	Genus Trichomaris (organism)	Genus Trichomaris (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
767485004	Genus Trichomonascus (organism)	Genus Trichomonascus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
88578003	Genus Trichophyton (organism)	Genus Trichophyton (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
713003000	Genus Trichurus (organism)	Genus Trichurus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
763164005	Genus Triodiomyces (organism)	Genus Triodiomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
773941006	Genus Tripospermum (organism)	Genus Tripospermum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
417733009	Genus Tropheryma (organism)	Genus Tropheryma (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
744851005	Genus Tropicoporus (organism)	Genus Tropicoporus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
40740003	Genus Trypanosoma (organism)	Genus Trypanosoma (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
115135006	Genus Tsukamurella (organism)	Genus Tsukamurella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
75505008	Genus Tuber (organism)	Genus Tuber (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415762009	Genus Turicella (organism)	Genus Turicella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438726001	Genus Turicibacter (organism)	Genus Turicibacter (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
8121000146107	Genus Udeniomyces (organism)	Genus Udeniomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
65789000	Genus Ulocladium (organism)	Genus Ulocladium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438311001	Genus Ulvibacter (organism)	Genus Ulvibacter (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440024007	Genus Umezawaea (organism)	Genus Umezawaea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
29680004	Genus Ureaplasma (organism)	Genus Ureaplasma (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
421290003	Genus Ureibacillus (organism)	Genus Ureibacillus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
35034002	Genus Uromyces (organism)	Genus Uromyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
116416009	Genus Vagococcus (organism)	Genus Vagococcus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438449003	Genus Vampirovibrio (organism)	Genus Vampirovibrio (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
771183007	Genus Vanrija (organism)	Genus Vanrija (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
823029000	Genus Varestrongylus (organism)	Genus Varestrongylus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
428476006	Genus Varibaculum (organism)	Genus Varibaculum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
80298008	Genus Varicellovirus (organism)	Genus Varicellovirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
114049006	Genus Variovorax (organism)	Genus Variovorax (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
29875005	Genus Veillonella (organism)	Genus Veillonella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415975001	Genus Veronaea (organism)	Genus Veronaea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
425446000	Genus Verpa (organism)	Genus Verpa (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439044008	Genus Verrucomicrobium (organism)	Genus Verrucomicrobium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440058004	Genus Verrucosispora (organism)	Genus Verrucosispora (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
407358008	Genus Vesivirus (organism)	Genus Vesivirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
34872001	Genus Vibrio (organism)	Genus Vibrio (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441430009	Genus Victivallis (organism)	Genus Victivallis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
114108009	Genus Virgibacillus (organism)	Genus Virgibacillus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438881004	Genus Virgisporangium (organism)	Genus Virgisporangium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
443018002	Genus Viridibacillus (organism)	Genus Viridibacillus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438314009	Genus Vitellibacter (organism)	Genus Vitellibacter (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439119002	Genus Vitreoscilla (organism)	Genus Vitreoscilla (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
115156008	Genus Vogesella (organism)	Genus Vogesella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438452006	Genus Volucribacter (organism)	Genus Volucribacter (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438333004	Genus Vulcanisaeta (organism)	Genus Vulcanisaeta (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438800001	Genus Vulcanithermus (organism)	Genus Vulcanithermus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441299005	Genus Waddlia (organism)	Genus Waddlia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
424382001	Genus Wallemia (organism)	Genus Wallemia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
70200002	Genus Wangiella (organism)	Genus Wangiella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415834009	Genus Wautersia (organism)	Genus Wautersia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
450449008	Genus Wautersiella (organism)	Genus Wautersiella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
28853003	Genus Weeksella (organism)	Genus Weeksella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
118293006	Genus Weissella (organism)	Genus Weissella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
4791000146102	Genus Wickerhamomyces (organism)	Genus Wickerhamomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440321008	Genus Wigglesworthia (organism)	Genus Wigglesworthia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441165000	Genus Williamsia (organism)	Genus Williamsia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
788037003	Genus Williopsis (organism)	Genus Williopsis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438643007	Genus Winogradskyella (organism)	Genus Winogradskyella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415847004	Genus Wolbachia (organism)	Genus Wolbachia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
84909009	Genus Wolinella (organism)	Genus Wolinella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438315005	Genus Woodsholea (organism)	Genus Woodsholea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439120008	Genus Xanthobacter (organism)	Genus Xanthobacter (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
21544006	Genus Xanthomonas (organism)	Genus Xanthomonas (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439508009	Genus Xenophilus (organism)	Genus Xenophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
22423005	Genus Xenorhabdus (organism)	Genus Xenorhabdus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
781263007	Genus Xerochrysium (organism)	Genus Xerochrysium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
423101008	Genus Xipapillomavirus (organism)	Genus Xipapillomavirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438882006	Genus Xylanibacterium (organism)	Genus Xylanibacterium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438316006	Genus Xylanimicrobium (organism)	Genus Xylanimicrobium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439121007	Genus Xylanimonas (organism)	Genus Xylanimonas (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
427635009	Genus Xylaria (organism)	Genus Xylaria (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438541003	Genus Xylella (organism)	Genus Xylella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
34884004	Genus Xylohypha (organism)	Genus Xylohypha (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438453001	Genus Xylophilus (organism)	Genus Xylophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440958001	Genus Yaniella (organism)	Genus Yaniella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
703152008	Genus Yarrowia (organism)	Genus Yarrowia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
422449001	Genus Yatapoxvirus (organism)	Genus Yatapoxvirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
4668009	Genus Yersinia (organism)	Genus Yersinia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
14943005	Genus Yokenella (organism)	Genus Yokenella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438658004	Genus Zavarzinia (organism)	Genus Zavarzinia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
423403000	Genus Zetapapillomavirus (organism)	Genus Zetapapillomavirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
427344004	Genus Zobellia (organism)	Genus Zobellia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
396937004	Genus Zoogloea (organism)	Genus Zoogloea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440325004	Genus Zooshikella (organism)	Genus Zooshikella (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
788042006	Genus Zygoascus (organism)	Genus Zygoascus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
733434000	Genus Zygorhynchus (organism)	Genus Zygorhynchus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415978004	Genus Zygosaccharomyces (organism)	Genus Zygosaccharomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
781265000	Genus Zygosporium (organism)	Genus Zygosporium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
4811000146101	Genus Zygotorulaspora (organism)	Genus Zygotorulaspora (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439623009	Genus Zymobacter (organism)	Genus Zymobacter (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439468005	Genus Zymomonas (organism)	Genus Zymomonas (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438883001	Genus Zymophilus (organism)	Genus Zymophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433846003	Geobacillus caldoxylosilyticus (organism)	Geobacillus caldoxylosilyticus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434277003	Geobacillus gargensis (organism)	Geobacillus gargensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433613007	Geobacillus kaustophilus (organism)	Geobacillus kaustophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433666005	Geobacillus lituanicus (organism)	Geobacillus lituanicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433616004	Geobacillus stearothermophilus (organism)	Geobacillus stearothermophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433667001	Geobacillus subterraneus (organism)	Geobacillus subterraneus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433612002	Geobacillus tepidamans (organism)	Geobacillus tepidamans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433882008	Geobacillus thermocatenulatus (organism)	Geobacillus thermocatenulatus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433668006	Geobacillus thermodenitrificans (organism)	Geobacillus thermodenitrificans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
723806008	Geobacillus thermodenitrificans subspecies calidus (organism)	Geobacillus thermodenitrificans subspecies calidus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
723807004	Geobacillus thermodenitrificans subspecies thermodenitrificans (organism)	Geobacillus thermodenitrificans subspecies thermodenitrificans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
36302007	Geobacillus thermoglucosidasius (organism)	Geobacillus thermoglucosidasius (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433664008	Geobacillus thermoleovorans (organism)	Geobacillus thermoleovorans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433665009	Geobacillus toebii (organism)	Geobacillus toebii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433884009	Geobacillus uzenensis (organism)	Geobacillus uzenensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433883003	Geobacillus vulcani (organism)	Geobacillus vulcani (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434728007	Geobacter bremensis (organism)	Geobacter bremensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434683008	Geobacter chapellei (organism)	Geobacter chapellei (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434480004	Geobacter grbiciae (organism)	Geobacter grbiciae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434594000	Geobacter hydrogenophilus (organism)	Geobacter hydrogenophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434551005	Geobacter metallireducens (organism)	Geobacter metallireducens (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434671006	Geobacter pelophilus (organism)	Geobacter pelophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434537005	Geobacter sulfurreducens (organism)	Geobacter sulfurreducens (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
20519009	Geodermatophilus obscurus (organism)	Geodermatophilus obscurus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
419625006	Geoglobus ahangari (organism)	Geoglobus ahangari (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415924004	Geomyces (organism)	Geomyces (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
723473007	Georgenia daeguensis (organism)	Georgenia daeguensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
385457004	Georgenia muralis (organism)	Georgenia muralis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
433718006	Geothrix fermentans (organism)	Geothrix fermentans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434897003	Geotoga petraea (organism)	Geotoga petraea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434904001	Geotoga subterranea (organism)	Geotoga subterranea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
41625002	Geotrichum candidum (organism)	Geotrichum candidum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
73069006	Geotrichum fermentans (organism)	Geotrichum fermentans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
4821000146106	Geotrichum fragrans (organism)	Geotrichum fragrans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
446493009	Geotrichum klebahnii (organism)	Geotrichum klebahnii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
89650002	Geotrupes sylvaticus entomopoxvirus (organism)	Geotrupes sylvaticus entomopoxvirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434845005	Geovibrio ferrireducens (organism)	Geovibrio ferrireducens (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434844009	Geovibrio thiophilus (organism)	Geovibrio thiophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
88441003	Germistan virus (organism)	Germistan virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
243639005	Gerstmann-Straussler syndrome agent (organism)	Gerstmann-Straussler syndrome agent (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
26130005	Getah virus (organism)	Getah virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
61419001	Giardia (organism)	Giardia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
22876005	Giardia bovis (organism)	Giardia bovis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
90343003	Giardia canis (organism)	Giardia canis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
10108001	Giardia cati (organism)	Giardia cati (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
14739002	Giardia chinchillae (organism)	Giardia chinchillae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
78181009	Giardia lamblia (organism)	Giardia lamblia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
370593005	Giardia muris (organism)	Giardia muris (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
81616009	Gibbon ape leukemia virus (organism)	Gibbon ape leukemia virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
718797003	Gibbsiella quercinecans (organism)	Gibbsiella quercinecans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
428955005	Giesbergeria anulus (organism)	Giesbergeria anulus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
