"code"	"mo"
"AEMEUC"	"B_AERMN_ECRN"
"AEMHYD"	"B_AERMN_HYDR"
"AEMICH"	"B_AERMN_ICHT"
"AEMLSP"	"B_AERMN_CAVI"
"AEMMED"	"B_AERMN_MEDI"
"AEMSAL"	"B_AERMN_SLMN"
"AEMSHU"	"B_AERMN_SCHB"
"AEMSOB"	"B_AERMN_SOBR"
"AEMSPP"	"B_AERMN"
"AEMVER"	"B_AERMN_VERN"
"AEPOKO"	"B_GRAMP"
"AEPOST"	"B_GRAMP"
"AEQ"	"B_ACTNB_EQUL"
"AER"	"B_AERMN"
"AERCAV"	"B_AERMN_CAVI"
"AERHYD"	"B_AERMN_HYDR"
"AERMED"	"B_AERMN_MEDI"
"AERMOL"	"B_AERMN"
"AEROCO"	"B_AERCC"
"AERPUN"	"B_AERMN_CAVI"
"AERSAL"	"B_AERMN_SLMN"
"AERSAN"	"B_AERCC_SNGN"
"AERSOB"	"B_AERMN_SOBR"
"AERSPP"	"B_AERMN"
"AERURI"	"B_AERCC_URIN"
"AERVER"	"B_AERMN_VERN"
"AERVIR"	"B_AERCC_VRDN"
"AES"	"B_AERCC_SNGN"
"AESSAN"	"B_AERCC_SNGN"
"AESSPP"	"B_AERCC"
"AESURI"	"B_AERCC_URIN"
"AESVIR"	"B_AERCC_VRDN"
"AEU"	"B_AERMN_ECRN"
"AFA"	"B_ALCLG_FCLS"
"AFB"	"B_ACDFR"
"AFBSPP"	"B_ACDFR"
"AFC"	"B_ACDVR_FCLS"
"AFD"	"B_AFIPI_CLVL"
"AFE"	"B_ACDMNC_FRMN"
"AFF"	"F_FUSRM_FLCFR"
"AFFSPP"	"F_ACRMN"
"AFI"	"B_AFIPI"
"AFISPP"	"B_AFIPI"
"AFL"	"F_ASPRG_FLAVS"
"AFM"	"F_NNNZZ_FULV"
"AFMSPP"	"F_ACRMN_THRM"
"AFN"	"F_APHNS_RTCL"
"AFO"	"B_AFIPI_BROM"
"AFP"	"F_ASPRG_MGTS"
"AFR"	"B_ANRRH_FRCS"
"AFS"	"F_ASPRG_HRNS"
"AFU"	"F_ASPRG_MGTS"
"AFV"	"F_ASPRG_FLVP"
"AGB"	"B_ANAER"
"AGE"	"B_AMYCS_GRNC"
"AGG"	"B_AMYCS_GERG"
"AGGACT"	"B_AGGRG_ACTN"
"AGGAPH"	"B_AGGRG_APHR"
"AGGSEG"	"B_AGGRG_SGNS"
"AGGSPP"	"B_AGGRG"
"AGL"	"F_ASPRG_GLCS"
"AGN"	"B_GRAMN"
"AGR"	"B_AGRBCT"
"AGR.SP"	"B_AGRBCT"
"AGRRAD"	"B_AGRBCT_RDBC"
"AGRRHI"	"B_RHZBM_RHZG"
"AGRRUB"	"B_AGRBCT_RUBI"
"AGRSPP"	"B_AGRBCT"
"AGRTUM"	"B_AGRBCT_TMFC"
"AGRVIT"	"B_ALLRH_VITS"
"AGT"	"B_AGGRG"
"AGTSPP"	"B_AGGRG"
"AGU"	"F_ADRMA_GRBY"
"AGY"	"F_ADRMA_YPSM"
"AHA"	"B_ACNTB_HMLY"
"AHE"	"B_ARCNB_HMLY"
"AHYDCM"	"B_AERMN_HYDR_HYDR"
"AIEC"	"B_ESCHR_COLI"
"AII"	"B_ALVBR"
"AIL"	"B_ALVBR_SLMN"
"AIN"	"F_MCRSP_INCR"
"AINSPP"	"F_ACRMN_THRM"
"AIS"	"B_AMYCS_ISRL"
"AJA"	"B_AERMN_JAND"
"AJO"	"B_ACNTB_JHNS"
"AJU"	"B_ACNTB_JUNI"
"AKI"	"F_ACRMN"
"AKISPP"	"F_ACRMN"
"ALC"	"B_ALCLG"
"ALC.SP"	"B_ALCLG"
"ALCDEN"	"B_ACHRMB_DNTR"
"ALCFAE"	"B_ALCLG_FCLS"
"ALCPIE"	"B_ACHRMB_PCHD"
"ALCSPP"	"B_ALCLG"
"ALCXYL"	"B_ACHRMB_XYLS"
"ALI"	"B_ACTNB_LGNR"
"ALIFIN"	"B_ALSTP_FNGL"
"ALIOND"	"B_ALSTP_ONDR"
"ALL"	"B_ALLSC"
"ALLOMN"	"B_ALLSC_OMNC"
"ALLSPP"	"B_ALLSC"
"ALM"	"B_ALTRM"
"ALMSPP"	"B_ALTRM"
"ALO"	"B_ALLCC"
"ALOOMN"	"B_ALLSC_OMNC"
"ALOSPP"	"B_ALLCC"
"ALT"	"F_ALTRN"
"ALT.SP"	"F_ALTRN"
"ALTALT"	"F_ALTRN_RNTA"
"ALTINF"	"F_ALTRN"
"ALTSPP"	"F_ALTRN"
"ALW"	"B_ACNTB_LWFF"
"ALY"	"B_ALYSL"
"ALYSPP"	"B_ALYSL"
"AM.SUI"	"B_ACTNBC_SUIS"
"AMA"	"B_ANPLS_MRGN"
"AMC"	"B_ANPLS_CNTR"
"AMD"	"B_AERMN_MEDI"
"AME"	"B_AMYCS_MEYR"
"AMI.SP"	"B_AERMC"
"AMS"	"B_SLMNL_AMST"
"AMU"	"B_AMDRA_MADR"
"AMY.SP"	"B_AMYCS"
"AN+"	"B_ANAER-POS"
"AN-"	"B_ANAER-NEG"
"ANA"	"B_ANAER"
"ANAERO"	"B_ANAER"
"ANASPP"	"B_ANRSL"
"ANB"	"B_ANAER-NEG"
"ANBSPP"	"B_ANRBS"
"ANC"	"B_ANAER-NEG"
"ANC.SP"	"B_ANRCC"
"ANCDUO"	"AN_ANCYL_DDNL"
"ANCSPP"	"AN_ANCYL"
"AND"	"F_ASPRG_NDLN"
"ANE"	"B_AMYCS_NSLN"
"ANESPP"	"B_ANRCC"
"ANETET"	"B_ANRCC_TTRD"
"ANEVAG"	"B_ANRCC_VGNL"
"ANG"	"AN_ANGST"
"ANI"	"F_ASPRG_NIGR"
"ANISIM"	"AN_ANSKS_SMPL"
"ANISPP"	"AN_ANSKS"
"ANK"	"AN_ANSKS"
"ANKSPP"	"AN_ANSKS"
"ANL"	"B_ACNTB_LCTC"
"ANNEST"	"B_GRAMN"
"ANO"	"B_ACNTB_NSCM"
"ANP"	"B_ANRBS"
"ANPOKO"	"B_GRAMP"
"ANPOST"	"B_GRAMP"
"ANPSPP"	"B_ANRBS"
"ANR"	"B_ANAER-NEG"
"ANRFUR"	"B_ANRRH_FRCS"
"ANROCT"	"B_ANRCC_OCTV"
"ANRSPP"	"B_ANRRH"
"ANRVAG"	"B_ANRCC_VGNL"
"ANS"	"B_ANAER"
"ANT"	"B_ARCBC_NTRF"
"ANU"	"B_AMYCS_NEUI"
"ANV"	"B_ANRVB"
"ANVLIP"	"B_ANRVB_LPLY"
"ANVSPP"	"B_ANRVB"
"ANY"	"AN_ANCYL"
"ANYSPP"	"AN_ANCYL"
"AOB"	"F_NNNZZ_OBTS"
"AOBSPP"	"F_ACRMN_THRM"
"AOD"	"B_AMYCS_ODNT"
"AOI"	"B_ALLCC_OTTS"
"AOT"	"F_NNNZZ_OTAE"
"AOTSPP"	"F_ACRMN_THRM"
"AOV"	"B_SLMNL_ASVS"
"APA"	"B_ACNTB_PRVS"
"APB"	"B_ANAER-POS"
"APC"	"B_ANAER-POS"
"APE"	"F_ADRMA_PRSC"
"APF"	"B_AFIPI_FELS"
"APG"	"B_AVBCT_PRGL"
"APH"	"F_APHNS"
"APHSPP"	"F_ABSID_CYLN"
"API"	"B_ACHRMB_PCHD"
"APK"	"B_AMYCS"
"APKSPP"	"B_AMYCS"
"APL"	"B_ACTNB_PLRP"
"APM"	"B_ANPLS_PHGC"
"APN"	"B_AERMN_CAVI"
"APO"	"B_ANPLS_OVIS"
"APOELE"	"F_APPHY_ELGN"
"APOSPP"	"F_APPHY"
"APR"	"B_ANAER-POS"
"APS.SP"	"B_ACTNPL"
"APT"	"B_ACNTB_PITT"
"APU"	"F_ARBSD_PLLL"
"APV"	"B_ATPBM_PRVL"
"APY"	"B_TRPRL_PYGN"
"AQU"	"B_AQSPR"
"AQUAQU"	"B_CMMNS_AQTC"
"AQUSPP"	"B_AQSPR"
"ARA"	"F_NNNZZ_RCMS"
"ARAPRO"	"B_ARCHN"
"ARASPP"	"B_ARACHN_PRPN"
"ARB"	"B_ARCNB"
"ARB.SP"	"B_ARCBC"
"ARBBUT"	"B_ARCBC_BTZL"
"ARBCRY"	"B_ARCBC_CRYR"
"ARBNIT"	"B_ARCBC_NTRF"
"ARBSPP"	"B_ARCBC"
"ARC"	"B_ARCBC"
"ARC.SP"	"B_ARCNB"
"ARCBER"	"B_TRPRL_BRNR"
"ARCBUT"	"B_ARCBC_BTZL"
"ARCHAE"	"B_ARCNB_HMLY"
"ARCPYO"	"B_TRPRL_PYGN"
"ARCSPP"	"B_ARCNB"
"ARD"	"F_ADRMA"
"ARDSPP"	"F_ACRMN_THRM"
"ARE"	"F_ARBSD"
"ARESPP"	"F_ARBSD"
"ARF"	"F_ACRMN"
"ARFSPP"	"F_ACRMN"
"ARH"	"B_ANRRH"
"ARHSPP"	"B_ANRRH"
"ARI"	"B_SLMNL_ENTR_ARZN"
"ARM"	"B_ATPBM_RIMA"
"ARN"	"B_CRNBCT"
"ARO"	"B_ACNTB_RDRS"
"AROSPP"	"B_ACNTB"
"ARR"	"F_ARTHRN"
"ARS"	"F_ASPRG_RSTR"
"ART"	"B_ARTHR"
"ART.SP"	"F_ADRMA"
"ARTCUM"	"B_PSDGLT_CMMN"
"ARTSPP"	"B_ARTHR"
"ASA"	"B_AERMN_SLMN"
"ASB"	"B_AERMN_VERN"
"ASC"	"B_ACRCM"
"ASCSPP"	"B_ACRCM"
"ASD"	"B_ACNTB_SCHN"
"ASE"	"B_ACNTB_SFRT"
"ASH"	"B_AERMN_SCHB"
"ASK"	"B_ARCBC_SKRR"
"ASN"	"B_ANRBS_SCCN"
"ASO"	"B_AERMN_SOBR"
"ASP"	"F_ASPRG"
"ASP.SP"	"F_ASPRG"
"ASPCAN"	"F_ASPRG_CNDD"
"ASPCLA"	"F_ASPRG_LVTS"
"ASPFLA"	"F_ASPRG_FLAVS"
"ASPFUM"	"F_ASPRG_MGTS"
"ASPGLA"	"F_ASPRG_GLCS"
"ASPJAP"	"F_ASPRG_JPNC"
"ASPNID"	"F_ASPRG_NDLN"
"ASPNIG"	"F_ASPRG_NIGR"
"ASPSPP"	"F_ASPRG"
"ASPTER"	"F_ASPRG_TERRS"
"ASPUST"	"F_ASPRG_USTS"
"ASPVER"	"F_ASPRG_VRSC"
"ASU"	"B_ACTNB_SUIS"
"ASY"	"F_ASPRG_SYDW"
"ATB"	"B_ARTHR"
"ATBSPP"	"B_ARTHR"
"ATC"	"B_AMYCS_TRCN"
"ATE"	"F_ASPRG_TERRS"
"ATEC"	"B_ESCHR_COLI"
"ATI"	"B_ACTNBC_SUIS"
"ATM"	"B_ACDVR_TMPR"
"ATO"	"B_ATPBM"
"ATOPAR"	"B_LNCFL_PRVL"
"ATOSPP"	"B_ATPBM"
"ATOVAG"	"B_FNNYH_VAGN"
"ATR"	"B_AERMN_ENTR"
"ATS"	"B_ACTNB_SMNS"
"ATU"	"B_RHZBM_RDBC"
"ATUSPP"	"B_RHZBM"
"AUB"	"F_ARBSD"
"AUBPUL"	"F_ARBSD_PLLL"
"AUBSPP"	"F_ARBSD"
"AUG"	"B_ACNTB_URSN"
"AUN"	"B_AERCC_URIN"
"AUR"	"B_ACTNB_UREA"
"AURPUL"	"F_ARBSD_PLLL"
"AURSPP"	"B_MCRBC"
"AUS"	"B_CRYNB_AURS"
"AVA"	"B_AVBCT"
"AVASPP"	"B_AVBCT"
"AVB"	"B_ACTVB"
"AVBSPP"	"B_ACTVB"
"AVC"	"B_ANAER"
"AVE"	"B_AERMN_VERN"
"AVH"	"B_AERCC_VRDN"
"AVI"	"B_AERCC_VRDN"
"AVL"	"F_ASPRG_VRSC"
"AVR"	"B_ANAER"
"AVS"	"B_AMYCS_VSCS"
"AVV"	"B_AERMN_VERN"
"AVX.SP"	"B_ACDVR"
"AXY"	"B_ACHRMB_XYLS"
"B.ADO"	"B_BFDBC_ADLS"
"B.ALP"	"B_BLNTR_ALPC"
"B.AMBI"	"B_BRKHL_AMBF"
"B.ANT"	"B_BCLLS_ANTH"
"B.ANTH"	"B_BRKHL_ANTH"
"B.ASA"	"B_PRPHYR_ASCC"
"B.AVI"	"B_BRDTL_AVIM"
"B.BAD"	"B_BCLLS_BADS"
"B.BIV"	"B_PRVTL_BIVI"
"B.BRO"	"B_BRDTL_PTCA"
"B.CAP"	"B_PRCTR_CPLL"
"B.CAT"	"B_MRXLL_CTRR"
"B.CENO"	"B_BRKHL_CNCP"
"B.CEP"	"B_BRKHL_CEPC"
"B.CER"	"B_BCLLS_CERS"
"B.DER"	"F_BLSTM_DRMT"
"B.DIM"	"B_BRVND_DMNT"
"B.DISI"	"B_PRVTL_DSNS"
"B.DIST"	"B_PRBCT_DSTS"
"B.DOLO"	"B_BRKHL_DOLS"
"B.EGG"	"B_BCTRD_EGGR"
"B.FRA"	"B_BCTRD_FRGL"
"B.GLA"	"B_BRKHL_GLDL"
"B.GRPA"	"B_PRVTL_VRRL"
"B.HIN"	"B_BRDTL_HINZ"
"B.HOL"	"B_BRDTL_HLMS"
"B.LAE"	"B_SPRLC_LVLC"
"B.LEN"	"B_LDRBR_LENT"
"B.MALL"	"B_BRKHL_MALL"
"B.MEL"	"B_BRCLL_MLTN"
"B.MINT"	"B_PRVTL_INTR"
"B.MMEL"	"B_PRVTL_MLNN"
"B.MULT"	"B_BRKHL_MLTV"
"B.ORA"	"B_HYLSL_ORLS"
"B.OVA"	"B_BCTRD_OVTS"
"B.PAR"	"B_BRDTL_PRPR"
"B.PER"	"B_BRDTL_PRTS"
"B.PSEM"	"B_BRKHL_PSDM"
"B.PYRR"	"B_BRKHL_PYRR"
"B.RBRE"	"B_XBCTR_BRVS"
"B.RRUM"	"B_PRVTL_RMNC_RMNC"
"B.SPL"	"B_ODRBC_SPLN"
"B.STAB"	"B_BRKHL_STBL"
"B.STE"	"B_GBCLL_STRT"
"B.SUB"	"B_BCLLS_SBTL"
"B.THE"	"B_BCTRD_THTT"
"B.THU"	"B_BCLLS_THRN"
"B.TRE"	"B_BRDTL_TRMT"
"B.TREH"	"B_BBRST_TRHL"
"B.UNI"	"B_BCTRD_UNFR"
"B.URE"	"B_CMPYL_URLY"
"B.VES"	"B_BRVND_VSCL"
"B.VIET"	"B_BRKHL_VTNM"
"B.VUL"	"B_PHCCL_VLGT"
"B.ZOO"	"B_BRGYL_ZHLC"
"B01"	"B_SHGLL_BOYD"
"B02"	"B_SHGLL_BOYD"
"B03"	"B_SHGLL_BOYD"
"B04"	"B_SHGLL_BOYD"
"B05"	"B_SHGLL_BOYD"
"B06"	"B_SHGLL_BOYD"
"B07"	"B_SHGLL_BOYD"
"B08"	"B_SHGLL_BOYD"
"B09"	"B_SHGLL_BOYD"
"B10"	"B_SHGLL_BOYD"
"B11"	"B_SHGLL_BOYD"
"B12"	"B_SHGLL_BOYD"
"B13"	"B_SHGLL_BOYD"
"B14"	"B_SHGLL_BOYD"
"B15"	"B_SHGLL_BOYD"
"B16"	"B_SHGLL_BOYD"
"B17"	"B_SHGLL_BOYD"
"B18"	"B_SHGLL_BOYD"
"BAA"	"B_BSPRA_ALBR"
"BAASPP"	"B_BSPRA"
"BAB"	"B_BRCLL_MLTN"
"BAC"	"B_BCTRD"
"BAC.SP"	"B_BCLLS"
"BACANT"	"B_BCLLS_ANTH"
"BACASA"	"B_PRPHYR_ASCC"
"BACBIV"	"B_PRVTL_BIVI"
"BACCAC"	"B_BCTRD_CACC"
"BACCAP"	"B_PRCTR_CPLL"
"BACCEL"	"B_BCTRD_CLLL"
"BACCER"	"B_BCLLS_CERS"
"BACCGR"	"B_BCLLS_CERS"
"BACCOP"	"B_PRVTL_CRPR"
"BACDII"	"B_PRVTL_DSNS"
"BACDIS"	"B_PRBCT_DSTS"
"BACEGG"	"B_BCTRD_EGGR"
"BACFRA"	"B_BCTRD_FRGL"
"BACGIN"	"B_PRPHYR_GNGV"
"BACGRA"	"B_CMPYL_GRCL"
"BACHEP"	"B_BCTRD_HPRN"
"BACINT"	"B_PRVTL_INTR"
"BACLIC"	"B_BCLLS_LCHN"
"BACLOE"	"B_HYLSL_LSCH"
"BACMEL"	"B_PRVTL_MLNN"
"BACORA"	"B_HYLSL_ORLS"
"BACOVA"	"B_BCTRD_OVTS"
"BACOVXY"	"B_BCTRD_OVTS"
"BACPYO"	"B_BCTRD_PYGN"
"BACSPP"	"B_BCTRD"
"BACSTE"	"B_BCTRD_RCRS"
"BACSUB"	"B_BCLLS_SBTL"
"BACTHE"	"B_BCTRD_THTT"
"BACTHU"	"B_BCLLS_THRN"
"BACTSP"	"B_BCTRD"
"BACUNI"	"B_BCTRD_UNFR"
"BACURE"	"B_CMPYL_URLY"
"BACVUDO"	"B_PHCCL_VLGT"
"BACVUL"	"B_PHCCL_VLGT"
"BAD"	"B_BFDBC_ADLS"
"BAF"	"B_BORRL_AFZL"
"BAH"	"B_BRKHL_ANTH"
"BAI"	"B_BCLLS"
"BAIAMY"	"B_BCLLS_AMYL"
"BAIANT"	"B_BCLLS_ANTH"
"BAIBER"	"B_RBRTM_BRNG"
"BAICEG"	"B_BCLLS_CERS"
"BAICER"	"B_BCLLS_CERS"
"BAICIR"	"B_NIALL_CRCL"
"BAIFIR"	"B_CYTBC_FRMS"
"BAIFLE"	"B_PRIST_FLEX"
"BAIFRI"	"B_PRBCLL_FRGR"
"BAIIDR"	"B_MTBCL_IDRN"
"BAILIC"	"B_BCLLS_LCHN"
"BAIMAC"	"B_BCLLS_MYCD"
"BAIMEG"	"B_PRIST_MGTR"
"BAIPUM"	"B_BCLLS_PMLS"
"BAISIM"	"B_PRBCLL_SMPL"
"BAISPP"	"B_BCLLS"
"BAISTE"	"B_GBCLL_STRT"
"BAISUB"	"B_BCLLS_SBTL"
"BAL"	"B_PNBCL_ALVE"
"BAL.SP"	"B_BLNTR"
"BAM"	"B_BRKHL_AMBF"
"BAN"	"B_BCLLS_ANTH"
"BAQ"	"B_BUDVC_AQTC"
"BAR"	"B_BRTNL"
"BARHEN"	"B_BRTNL_HNSL"
"BARSPP"	"B_BRTNL"
"BAS"	"F_BSDBL"
"BAU"	"F_CRVLR_ASTR"
"BAV"	"B_BRDTL_AVIM"
"BAY"	"B_EXGBC_ACTY"
"BBA"	"B_BRTNL_BCLL"
"BBE"	"B_BRVBC_BRVS"
"BBESPP"	"B_BCLLS"
"BBF"	"B_BFDBC_BFDM"
"BBI"	"B_PRVTL_BIVI"
"BBR"	"B_BRDTL_PTCA"
"BBU"	"B_BORRL_BRGD"
"BBV"	"B_BFDBC_BREV"
"BCA"	"B_MRXLL_CTRR"
"BCC"	"B_BCTRD_CACC"
"BCE"	"B_BCLLS_CERS"
"BCG"	"B_BCLLS_CGLN"
"BCI"	"B_BCLLS_CRCL"
"BCL"	"B_BCLLS"
"BCLAES"	"B_BCLLS"
"BCLAMY"	"B_BCLLS"
"BCLANT"	"B_BCLLS_ANTH"
"BCLCER"	"B_BCLLS_CERS"
"BCLCGR"	"B_BCLLS"
"BCLCIR"	"B_NIALL_CRCL"
"BCLCOA"	"B_BCLLS"
"BCLLIC"	"B_BCLLS_LCHN"
"BCLMYC"	"B_BCLLS"
"BCLPUM"	"B_BCLLS_PMLS"
"BCLSPH"	"B_BCLLS"
"BCLSPP"	"B_BCLLS"
"BCLSUB"	"B_MSBCL_CMPS"
"BCLTHU"	"B_BCLLS"
"BCN"	"B_BRCLL_MLTN"
"BCO"	"B_BCTRD_CGLN"
"BCP"	"B_PRCTR_CPLL"
"BCR"	"B_BFDBC_CRYN"
"BCS"	"B_BCLLS"
"BCSSPP"	"B_BCLLS"
"BCT"	"B_BFDBC_CTNL"
"BCT.SP"	"B_BCTRD"
"BCTACI"	"B_BCTRD"
"BCTCAC"	"B_BCTRD_CACC"
"BCTCAP"	"B_BCTRD"
"BCTDIS"	"B_BCTRD"
"BCTDOR"	"B_BCTRD"
"BCTEGG"	"B_BCTRD_EGGR"
"BCTFGR"	"B_BCTRD_FRGL"
"BCTFRA"	"B_BCTRD_FRGL"
"BCTINS"	"B_BCTRD"
"BCTINT"	"B_BCTRD"
"BCTMGR"	"B_BCTRD"
"BCTOVA"	"B_BCTRD_OVTS"
"BCTPYO"	"B_BCTRD"
"BCTSPL"	"B_BCTRD"
"BCTSPP"	"B_BCTRD"
"BCTSTE"	"B_BCTRD"
"BCTTEC"	"B_BCTRD"
"BCTTHE"	"B_BCTRD_THTT"
"BCTUNI"	"B_BCTRD_UNFR"
"BCTVUL"	"B_PHCCL_VLGT"
"BCX"	"B_BRKHL_CEPC-C"
"BD-"	"B_BRDTL"
"BDE"	"B_PRVTL_DNTC"
"BDI"	"B_PRVTL_DSNS"
"BDN"	"B_BFDBC_DNTM"
"BDO"	"B_BRKHL_DOLS"
"BDOSPP"	"B_BRKHL"
"BDR"	"F_BLSTM_DRMT"
"BDS"	"B_PRBCT_DSTS"
"BDU"	"B_BORRL_DTTN"
"BEA"	"F_BEAVR"
"BEG"	"B_BCTRD_EGGR"
"BEP"	"B_BCTRM_EPDR"
"BER"	"B_BRGYL"
"BER.SP"	"B_BRGYL"
"BERSPP"	"B_BRGYL"
"BERZOO"	"B_BRGYL_ZHLC"
"BEZ"	"B_BRTNL_ELZB"
"BFG"	"B_BCTRD_FRGL"
"BFI"	"B_BCLLS_FIRMS"
"BFO"	"B_TNNRL_FRSY"
"BFR"	"B_BCTRD_FRGL"
"BFX"	"B_BCTRD_FRGL-C"
"BGA"	"B_BORRL_GARN"
"BGL"	"B_BRKHL_GLDL"
"BGR"	"B_CMPYL_GRCL"
"BH.CAN"	"B_MRXLL_CNCL"
"BH.OVI"	"B_MRXLL_OVIS"
"BHA"	"F_CRVLR_HWNS"
"BHE"	"B_BRTNL_HNSL"
"BHM"	"B_BRDTL_HLMS"
"BHO"	"C_BLSTC_HMNS"
"BHR"	"B_BORRL_HRMS"
"BHZ"	"B_BRDTL_HINZ"
"BIF"	"B_BFDBC"
"BIF.SP"	"B_BFDBC"
"BIFADO"	"B_BFDBC_ADLS"
"BIFANI"	"B_BFDBC_ANML"
"BIFBIF"	"B_BFDBC_BFDM"
"BIFBRE"	"B_BFDBC_BREV"
"BIFDEN"	"B_BFDBC"
"BIFGAL"	"B_BFDBC_GLLC"
"BIFGLO"	"B_BFDBC_GLBS"
"BIFINF"	"B_BFDBC_LNGM_INFN"
"BIFLON"	"B_BFDBC_LNGM"
"BIFSCA"	"B_BFDBC_SCRD"
"BIFSPP"	"B_BFDBC"
"BIL"	"B_BLPHL"
"BILSPP"	"B_BLPHL"
"BILWAD"	"B_BLPHL_WDSW"
"BIN"	"B_BFDBC_LNGM_INFN"
"BIP"	"F_BPLRS"
"BLA"	"F_BLSTM"
"BLAHOM"	"C_BLSTC_HMNS"
"BLASPP"	"C_BLSTC"
"BLE"	"B_PRPHYR_LEVI"
"BLI"	"B_BCLLS_LCHN"
"BLN"	"B_BCLLS_LENTS"
"BLO"	"B_BFDBC_LNGM"
"BLS"	"C_BLSTC"
"BLT"	"B_BRVBC_LTRS"
"BLTSPP"	"B_BCLLS"
"BMA"	"B_BRKHL_MALL"
"BMB"	"B_BCTRM_MCBR"
"BMC"	"B_PNBCL_MCRN"
"BME"	"B_PRVTL_MLNN"
"BMG"	"B_BCLLS_MGTR"
"BMN"	"B_BFDBC_MGNM"
"BMR"	"B_PRBCT_MERD"
"BMT"	"B_BRCLL_MLTN"
"BMU"	"B_BRKHL_MLTV"
"BMY"	"B_BCLLS_MYCD"
"BNC"	"B_BRKHL_CNCP"
"BOA"	"B_BORRL_ANSR"
"BOC"	"B_CPNCY_OCHR"
"BOE.SP"	"B_BORRL"
"BOI"	"B_BRCLL_OVIS"
"BOL"	"B_BORRL"
"BOLSPP"	"B_BORRL"
"BON"	"B_SLMNL_BONN"
"BOR"	"B_BRDTL"
"BOR.SP"	"B_BRDTL"
"BORAVI"	"B_BRDTL_AVIM"
"BORBRO"	"B_BRDTL_PTCA"
"BORBUR"	"B_BORRL_BRGD"
"BORHOL"	"B_BRDTL_HLMS"
"BORPAR"	"B_BRDTL_PRPR"
"BORPER"	"B_BRDTL_PRTS"
"BORREC"	"B_BORRL_DTTN"
"BORSA"	"B_STPHY_AURS"
"BORSPP"	"B_BRDTL"
"BORTRE"	"B_BRDTL_TRMT"
"BOS"	"B_BORRL_SPLM"
"BOV"	"B_BCTRD_OVTS"
"BPA"	"B_BRDTL_PRPR"
"BPE"	"B_BRDTL_PRTS"
"BPK"	"B_BORRL_PRKR"
"BPM"	"B_BCLLS_PMLS"
"BPN"	"B_VRGBC_PNTT"
"BPNSPP"	"B_BCLLS"
"BPO"	"B_PNBCL_PLYM"
"BPS"	"B_BFDBC_PSDL"
"BPU"	"B_ALSTP_PTRD"
"BPY"	"B_BRKHL_PYRR"
"BQU"	"B_BRTNL_QNTN"
"BR-"	"B_BRCLL"
"BRA"	"F_BSDBL_RNRM"
"BRA.SP"	"B_MRXLL"
"BRACAT"	"B_MRXLL_CTRR"
"BRASPP"	"B_MRXLL"
"BRB"	"B_BRCHY"
"BRBMUR"	"B_BRCHY_MURS"
"BRBPAR"	"B_BRVBC"
"BRBSPP"	"B_BRCHY"
"BRC"	"B_BORRL_RCRR"
"BRC.SP"	"B_BSPRA"
"BRCSPP"	"B_BSPRA"
"BRD"	"B_SLMNL_BRDN"
"BRDBRO"	"B_BRDTL_PRTS"
"BRDJAP"	"B_BRDYR_JPNC"
"BRDPAR"	"B_BRDTL_PRTS"
"BRDPER"	"B_BRDTL_PRTS"
"BRDPET"	"B_BRDTL"
"BRDSPP"	"B_BRDYR"
"BRDTRE"	"B_BRDTL"
"BRE"	"B_BCTRM"
"BRE.SP"	"B_BRVND"
"BRECAS"	"B_BCTRM_CASE"
"BREEPI"	"B_BCTRM"
"BRELUT"	"B_BCTRM_LTLM"
"BREOTI"	"B_BCTRM_OTTD"
"BREPAU"	"B_BCTRM_PCVR"
"BRESPP"	"B_BCTRM"
"BRH"	"B_BSPRA_HYDY"
"BRI"	"B_BSPRA_INTR"
"BRISPP"	"B_BRVBC"
"BRL"	"B_BSPRA_ALVN"
"BRO"	"B_BRCHT"
"BRS"	"B_BSPRA"
"BRSSPP"	"B_BSPRA"
"BRU"	"B_BRCLL"
"BRU.SP"	"B_BRCLL"
"BRUABO"	"B_BRCLL_MLTN"
"BRUCAN"	"B_BRCLL_MLTN"
"BRUMEL"	"B_BRCLL_MLTN"
"BRUNEO"	"B_BRCLL_MLTN"
"BRUOVI"	"B_BRCLL_MLTN"
"BRUSPP"	"B_BRCLL"
"BRUSUI"	"B_BRCLL_MLTN"
"BRV"	"B_BRVND"
"BRVBUL"	"B_BRVND"
"BRVDIM"	"B_BRVND_DMNT"
"BRVSPP"	"B_BRVND"
"BRVVES"	"B_BRVND_VSCL"
"BS-"	"B_STRPT_HAEM"
"BSA"	"B_STRPT_GRPA"
"BSB"	"B_STRPT_GRPB"
"BSC"	"B_STRPT_GRPC"
"BSE"	"B_STRPT_GRPE"
"BSESPP"	"B_STRPT"
"BSF"	"B_STRPT_GRPF"
"BSG"	"B_STRPT_GRPG"
"BSH"	"B_LYSNB_SPHR"
"BSI"	"F_CRVLR_SPCF"
"BSL"	"B_BCLLS_SBTL"
"BSP"	"B_ODRBC_SPLN"
"BSR"	"B_GBCLL_STRT"
"BST"	"B_BCTRD_RCRS"
"BSU"	"B_BRCLL_MLTN"
"BTB"	"B_BRKHL_STBL"
"BTE"	"B_BCTRD_PYGN"
"BTH"	"B_BCTRD_THTT"
"BTN"	"B_BCTRD_NORD"
"BTR"	"B_BORRL_TRCT"
"BTU"	"B_BCLLS_THRN"
"BUA"	"B_BTTXL"
"BUASPP"	"B_BTTXL"
"BUB"	"B_BRKHL_UBNN"
